case_id,category,color,reported_location,location_type,footfall_score,days_since_loss,max_similarity_score,similar_items_nearby_48h,recovered,days_to_recovery
772,Wallet,Green,Pathway near CSE,Pathway,0.6,3,0.99,2,1,2.0
773,Keys,Silver,Clock Tower,Landmark,0.9,16,0.59,1,0,
774,Phone,Black,Library,Building,0.85,4,0.55,4,1,1.0
775,Bottle,Green,Library,Building,0.85,17,0.92,1,0,
776,Bag,Red,Clock Tower,Landmark,0.9,18,0.61,3,0,
777,ID Card,Blue,Clock Tower,Landmark,0.9,29,0.5,2,0,
778,Bag,Silver,Library,Building,0.85,20,0.82,1,0,
779,Bag,Green,Bus Stop,Transit,0.75,12,0.75,2,1,1.0
780,Bottle,Silver,Parking Area,Open Area,0.45,4,0.77,1,0,
781,ID Card,Red,Parking Area,Open Area,0.45,29,0.85,0,0,
782,Wallet,Silver,Library,Building,0.85,12,0.7,1,1,1.0
783,Keys,White,Bus Stop,Transit,0.75,2,0.69,2,1,1.0
784,Bag,White,Auditorium,Building,0.8,7,0.86,4,1,4.0
785,Phone,Green,Clock Tower,Landmark,0.9,14,0.59,4,1,1.0
786,Phone,Black,Bus Stop,Transit,0.75,23,0.5,0,0,
787,Wallet,Red,Clock Tower,Landmark,0.9,22,0.32,1,0,
788,Phone,Blue,Pathway near CSE,Pathway,0.6,30,0.99,0,0,
789,Bottle,White,Library,Building,0.85,5,0.42,0,0,
790,Keys,Black,Bus Stop,Transit,0.75,28,0.65,1,0,
791,Phone,Black,Auditorium,Building,0.8,13,0.43,1,0,
792,Phone,Black,Bus Stop,Transit,0.75,18,0.84,3,1,3.0
793,Bag,Green,Parking Area,Open Area,0.45,11,0.84,3,1,1.0
794,Bottle,Blue,Library,Building,0.85,5,0.5,3,0,
795,Phone,Silver,Bus Stop,Transit,0.75,23,0.66,4,1,2.0
796,Keys,Silver,Clock Tower,Landmark,0.9,1,0.69,5,1,1.0
797,Phone,Blue,Clock Tower,Landmark,0.9,15,0.88,3,1,1.0
798,Wallet,Blue,Auditorium,Building,0.8,1,0.89,1,1,1.0
799,Keys,White,Bus Stop,Transit,0.75,13,0.62,1,0,
800,Wallet,Green,Bus Stop,Transit,0.75,10,0.49,0,0,
801,Phone,Silver,Library,Building,0.85,3,0.76,2,1,1.0
802,Phone,Blue,Canteen,Building,0.95,25,0.49,1,0,
803,Phone,Green,Clock Tower,Landmark,0.9,28,0.92,5,1,1.0
804,ID Card,Black,Library,Building,0.85,2,0.84,2,1,1.0
805,Phone,Black,Canteen,Building,0.95,9,0.65,2,1,1.0
806,ID Card,White,Parking Area,Open Area,0.45,7,0.81,2,1,1.0
807,Bottle,Green,Auditorium,Building,0.8,24,0.74,2,0,
808,Bottle,Blue,Canteen,Building,0.95,0,0.99,2,1,1.0
809,Phone,Blue,Parking Area,Open Area,0.45,11,0.86,4,1,2.0
810,Keys,Red,Library,Building,0.85,0,0.72,3,1,1.0
811,Bag,White,Bus Stop,Transit,0.75,9,0.78,0,0,
812,Bottle,Blue,Pathway near CSE,Pathway,0.6,15,0.79,2,0,
813,Wallet,White,Library,Building,0.85,2,0.73,1,0,
814,Wallet,Silver,Pathway near CSE,Pathway,0.6,22,0.58,2,0,
815,Bag,White,Clock Tower,Landmark,0.9,18,0.75,4,1,8.0
816,Wallet,White,Auditorium,Building,0.8,12,0.48,2,0,
817,Bottle,Red,Pathway near CSE,Pathway,0.6,21,0.72,1,0,
818,Wallet,Black,Library,Building,0.85,27,0.65,2,0,
819,Bag,White,Auditorium,Building,0.8,23,0.89,3,1,4.0
820,Bag,Black,Canteen,Building,0.95,2,0.62,1,1,1.0
821,Wallet,Silver,Clock Tower,Landmark,0.9,4,0.43,2,1,4.0
822,Bag,Green,Library,Building,0.85,13,0.3,3,0,
823,ID Card,Blue,Pathway near CSE,Pathway,0.6,9,0.73,1,1,1.0
824,Phone,Red,Canteen,Building,0.95,25,0.78,1,1,2.0
825,Keys,White,Parking Area,Open Area,0.45,1,0.71,1,0,
826,ID Card,Blue,Clock Tower,Landmark,0.9,22,0.78,1,1,2.0
827,ID Card,Green,Parking Area,Open Area,0.45,1,0.73,0,1,1.0
828,ID Card,Blue,Clock Tower,Landmark,0.9,30,0.79,4,1,1.0
829,Bag,Silver,Bus Stop,Transit,0.75,17,0.62,2,0,
830,Bag,Red,Auditorium,Building,0.8,25,0.65,1,0,
831,Phone,Red,Auditorium,Building,0.8,24,0.48,1,0,
832,Wallet,Blue,Auditorium,Building,0.8,12,0.63,0,0,
833,Keys,White,Clock Tower,Landmark,0.9,18,0.48,2,0,
834,Phone,Red,Clock Tower,Landmark,0.9,6,0.65,3,1,5.0
835,Bag,Blue,Clock Tower,Landmark,0.9,28,0.95,3,1,1.0
836,ID Card,Red,Clock Tower,Landmark,0.9,30,0.96,2,1,4.0
837,Wallet,Silver,Pathway near CSE,Pathway,0.6,26,0.92,3,1,4.0
838,Bag,Red,Pathway near CSE,Pathway,0.6,21,0.73,2,0,
839,ID Card,Blue,Canteen,Building,0.95,8,0.37,0,0,
840,Wallet,Red,Parking Area,Open Area,0.45,19,0.84,1,0,
841,Keys,Black,Pathway near CSE,Pathway,0.6,13,0.97,4,1,3.0
842,Bag,Red,Clock Tower,Landmark,0.9,8,0.58,2,1,2.0
843,Bag,Blue,Bus Stop,Transit,0.75,28,0.93,0,0,
844,Wallet,White,Auditorium,Building,0.8,17,0.9,2,1,1.0
845,Bag,White,Library,Building,0.85,15,0.78,1,0,
846,Bag,Black,Parking Area,Open Area,0.45,16,0.36,1,0,
847,ID Card,Blue,Clock Tower,Landmark,0.9,10,0.77,0,1,1.0
848,Phone,Black,Clock Tower,Landmark,0.9,25,0.75,0,0,
849,Bottle,Black,Auditorium,Building,0.8,18,0.5,1,0,
850,Wallet,Red,Canteen,Building,0.95,21,0.76,2,1,1.0
851,Bottle,White,Clock Tower,Landmark,0.9,24,0.59,0,0,
852,Wallet,Silver,Auditorium,Building,0.8,25,0.68,2,0,
853,Wallet,Blue,Canteen,Building,0.95,18,0.67,2,1,2.0
854,Keys,White,Library,Building,0.85,29,0.71,3,0,
855,Keys,White,Library,Building,0.85,30,0.52,3,0,
856,Wallet,Silver,Canteen,Building,0.95,26,0.87,3,1,1.0
857,Bag,Silver,Library,Building,0.85,5,0.68,2,1,1.0
858,Phone,Red,Canteen,Building,0.95,19,0.54,1,0,
859,Bottle,Green,Clock Tower,Landmark,0.9,10,0.3,1,0,
860,Wallet,Blue,Library,Building,0.85,22,0.63,1,0,
861,ID Card,Red,Clock Tower,Landmark,0.9,4,0.94,1,1,1.0
862,Wallet,Red,Auditorium,Building,0.8,16,0.76,1,0,
863,Phone,Black,Bus Stop,Transit,0.75,30,0.99,0,0,
864,Bottle,Red,Library,Building,0.85,9,0.54,0,0,
865,Wallet,White,Pathway near CSE,Pathway,0.6,25,0.98,1,0,
866,Bag,White,Library,Building,0.85,5,0.55,3,1,1.0
867,Bottle,White,Parking Area,Open Area,0.45,25,0.44,4,0,
868,Keys,Silver,Auditorium,Building,0.8,5,0.61,1,0,
869,Keys,White,Library,Building,0.85,4,0.95,1,1,12.0
870,Phone,White,Parking Area,Open Area,0.45,12,0.49,3,0,
871,Bottle,Red,Canteen,Building,0.95,19,0.86,2,1,2.0
872,Bottle,Blue,Bus Stop,Transit,0.75,18,0.99,2,1,2.0
873,Bag,Blue,Library,Building,0.85,23,0.63,5,1,4.0
874,ID Card,Black,Canteen,Building,0.95,20,0.78,0,0,
875,Phone,White,Bus Stop,Transit,0.75,20,0.53,3,0,
876,ID Card,Green,Clock Tower,Landmark,0.9,8,0.58,0,0,
877,Keys,Red,Library,Building,0.85,8,0.62,4,1,1.0
878,Keys,Red,Clock Tower,Landmark,0.9,12,0.86,2,1,2.0
879,Bag,Blue,Pathway near CSE,Pathway,0.6,15,0.81,2,0,
880,ID Card,Silver,Pathway near CSE,Pathway,0.6,3,0.46,0,0,
881,Bottle,White,Auditorium,Building,0.8,21,0.89,0,0,
882,Bag,Red,Auditorium,Building,0.8,27,0.76,2,1,6.0
883,Phone,Black,Library,Building,0.85,30,0.62,0,0,
884,ID Card,Blue,Pathway near CSE,Pathway,0.6,5,0.34,0,0,
885,Bottle,Red,Library,Building,0.85,19,0.51,1,0,
886,Bag,White,Clock Tower,Landmark,0.9,13,0.99,3,1,5.0
887,Wallet,Silver,Pathway near CSE,Pathway,0.6,5,0.99,1,1,1.0
888,ID Card,Blue,Canteen,Building,0.95,13,0.99,3,1,1.0
889,Keys,White,Parking Area,Open Area,0.45,8,0.52,5,0,
890,ID Card,Blue,Clock Tower,Landmark,0.9,1,0.89,2,1,1.0
891,Bottle,Green,Canteen,Building,0.95,1,0.82,2,1,3.0
892,Bag,Red,Library,Building,0.85,26,0.5,2,0,
893,Bottle,Green,Canteen,Building,0.95,3,0.54,0,1,4.0
894,Wallet,White,Library,Building,0.85,2,0.63,2,1,1.0
895,Phone,Black,Auditorium,Building,0.8,12,0.86,0,1,1.0
896,Keys,Black,Clock Tower,Landmark,0.9,20,0.83,2,1,1.0
897,Wallet,Black,Pathway near CSE,Pathway,0.6,11,0.91,3,1,1.0
898,Phone,Black,Pathway near CSE,Pathway,0.6,14,0.72,2,0,
899,ID Card,Silver,Clock Tower,Landmark,0.9,4,0.64,1,1,1.0
900,Keys,Red,Clock Tower,Landmark,0.9,21,0.66,5,1,4.0
901,Bottle,Green,Auditorium,Building,0.8,18,0.48,3,0,
902,Phone,Green,Auditorium,Building,0.8,16,0.51,0,0,
903,Bottle,White,Auditorium,Building,0.8,29,0.53,5,0,
904,Wallet,Green,Library,Building,0.85,2,0.76,2,1,1.0
905,Keys,Red,Parking Area,Open Area,0.45,18,0.62,2,0,
906,Bottle,White,Parking Area,Open Area,0.45,4,0.39,0,0,
907,Bag,Blue,Canteen,Building,0.95,6,0.99,1,1,1.0
908,Wallet,Red,Pathway near CSE,Pathway,0.6,2,0.58,0,0,
909,Bag,Blue,Auditorium,Building,0.8,20,0.91,2,1,1.0
910,Bottle,Black,Library,Building,0.85,29,0.99,2,1,1.0
911,Phone,Red,Pathway near CSE,Pathway,0.6,17,0.85,3,1,2.0
912,ID Card,Black,Parking Area,Open Area,0.45,14,0.74,1,0,
913,Phone,White,Parking Area,Open Area,0.45,18,0.79,2,0,
914,Bag,Red,Pathway near CSE,Pathway,0.6,4,0.99,1,1,3.0
915,Bottle,Silver,Auditorium,Building,0.8,30,0.52,3,0,
916,Phone,Silver,Auditorium,Building,0.8,3,0.92,2,1,1.0
917,Bottle,Black,Pathway near CSE,Pathway,0.6,8,0.78,1,0,
918,Bag,Silver,Parking Area,Open Area,0.45,15,0.71,2,1,2.0
919,ID Card,Green,Canteen,Building,0.95,19,0.49,0,0,
920,Keys,Green,Clock Tower,Landmark,0.9,12,0.4,3,0,
921,ID Card,White,Canteen,Building,0.95,1,0.99,0,1,4.0
922,ID Card,Black,Clock Tower,Landmark,0.9,10,0.56,3,1,1.0
923,ID Card,Black,Library,Building,0.85,26,0.96,2,1,1.0
924,Keys,White,Clock Tower,Landmark,0.9,27,0.99,1,1,1.0
925,ID Card,White,Pathway near CSE,Pathway,0.6,24,0.71,3,0,
926,ID Card,White,Pathway near CSE,Pathway,0.6,19,0.58,2,0,
927,Wallet,Green,Canteen,Building,0.95,29,0.86,1,1,1.0
928,Keys,Green,Auditorium,Building,0.8,16,0.73,1,0,
929,Phone,Silver,Auditorium,Building,0.8,5,0.56,4,1,1.0
930,Keys,Silver,Pathway near CSE,Pathway,0.6,4,0.73,3,1,7.0
931,Bottle,Silver,Clock Tower,Landmark,0.9,5,0.78,5,1,1.0
932,Wallet,Red,Canteen,Building,0.95,1,0.3,1,0,
933,ID Card,White,Canteen,Building,0.95,8,0.59,0,0,
934,Bag,Silver,Pathway near CSE,Pathway,0.6,20,0.85,2,0,
935,Keys,Red,Canteen,Building,0.95,11,0.72,2,1,1.0
936,Bag,Blue,Auditorium,Building,0.8,15,0.59,0,0,
937,ID Card,Black,Canteen,Building,0.95,26,0.78,3,1,4.0
938,Keys,White,Clock Tower,Landmark,0.9,9,0.78,3,0,
939,Phone,Blue,Auditorium,Building,0.8,18,0.71,1,0,
940,Wallet,Blue,Bus Stop,Transit,0.75,7,0.8,2,1,1.0
941,ID Card,White,Pathway near CSE,Pathway,0.6,16,0.95,1,0,
942,Keys,Red,Pathway near CSE,Pathway,0.6,29,0.8,1,0,
943,Wallet,Silver,Auditorium,Building,0.8,0,0.48,1,1,1.0
944,Bottle,Black,Bus Stop,Transit,0.75,30,0.66,0,0,
945,ID Card,Green,Pathway near CSE,Pathway,0.6,27,0.75,3,0,
946,ID Card,Blue,Pathway near CSE,Pathway,0.6,9,0.3,1,0,
947,Bottle,Green,Parking Area,Open Area,0.45,3,0.72,4,0,
948,Keys,Black,Parking Area,Open Area,0.45,20,0.57,0,0,
949,ID Card,Black,Bus Stop,Transit,0.75,3,0.99,0,1,7.0
950,ID Card,Black,Bus Stop,Transit,0.75,10,0.81,2,1,1.0
951,ID Card,White,Bus Stop,Transit,0.75,30,0.41,4,0,
952,ID Card,Blue,Canteen,Building,0.95,16,0.72,2,1,1.0
953,Phone,Silver,Pathway near CSE,Pathway,0.6,21,0.91,2,1,1.0
954,Wallet,White,Clock Tower,Landmark,0.9,20,0.95,1,1,1.0
955,ID Card,Black,Pathway near CSE,Pathway,0.6,12,0.72,2,1,1.0
956,Phone,Silver,Bus Stop,Transit,0.75,18,0.79,0,0,
957,ID Card,White,Bus Stop,Transit,0.75,7,0.79,4,1,1.0
958,Keys,Green,Bus Stop,Transit,0.75,11,0.6,3,0,
959,Wallet,White,Parking Area,Open Area,0.45,5,0.71,1,0,
960,Bag,Blue,Bus Stop,Transit,0.75,8,0.71,2,1,4.0
961,Bottle,Blue,Bus Stop,Transit,0.75,28,0.92,5,1,2.0
962,Phone,Blue,Library,Building,0.85,7,0.54,1,0,
963,ID Card,Green,Auditorium,Building,0.8,28,0.3,2,0,
964,ID Card,Silver,Library,Building,0.85,14,0.9,2,1,1.0
965,Bag,Red,Auditorium,Building,0.8,20,0.6,3,0,
966,Bottle,Red,Pathway near CSE,Pathway,0.6,28,0.49,2,0,
967,Phone,White,Pathway near CSE,Pathway,0.6,16,0.99,1,1,3.0
968,Phone,Blue,Canteen,Building,0.95,6,0.46,0,0,
969,Bottle,Green,Canteen,Building,0.95,10,0.92,2,1,2.0
970,Wallet,Red,Pathway near CSE,Pathway,0.6,10,0.59,4,1,1.0
971,Wallet,Black,Bus Stop,Transit,0.75,1,0.99,2,0,
972,ID Card,Blue,Auditorium,Building,0.8,24,0.43,2,0,
973,Wallet,Green,Auditorium,Building,0.8,24,0.71,2,0,
974,Wallet,Silver,Pathway near CSE,Pathway,0.6,20,0.64,0,0,
975,Bag,Green,Pathway near CSE,Pathway,0.6,0,0.85,3,0,
976,Wallet,White,Library,Building,0.85,30,0.99,0,0,
977,ID Card,Silver,Canteen,Building,0.95,0,0.74,5,1,2.0
978,Keys,White,Canteen,Building,0.95,7,0.89,1,1,1.0
979,ID Card,Black,Canteen,Building,0.95,3,0.55,3,1,1.0
980,Bottle,Black,Canteen,Building,0.95,2,0.51,0,0,
981,ID Card,Black,Pathway near CSE,Pathway,0.6,23,0.71,1,0,
982,Bottle,Black,Pathway near CSE,Pathway,0.6,28,0.47,2,0,
983,Wallet,Black,Pathway near CSE,Pathway,0.6,11,0.94,2,1,1.0
984,Wallet,Green,Clock Tower,Landmark,0.9,7,0.91,4,1,6.0
985,Wallet,Blue,Bus Stop,Transit,0.75,0,0.82,0,1,1.0
986,Wallet,Red,Library,Building,0.85,22,0.63,2,0,
987,Phone,Green,Bus Stop,Transit,0.75,8,0.99,3,1,1.0
988,Bottle,Red,Parking Area,Open Area,0.45,1,0.7,2,1,6.0
989,Keys,Red,Clock Tower,Landmark,0.9,22,0.88,4,1,2.0
990,Bag,Green,Clock Tower,Landmark,0.9,17,0.57,2,0,
991,Keys,Blue,Canteen,Building,0.95,22,0.34,3,0,
992,Phone,Black,Pathway near CSE,Pathway,0.6,21,0.71,1,0,
993,Bottle,Black,Parking Area,Open Area,0.45,19,0.81,5,0,
994,Bag,Red,Parking Area,Open Area,0.45,23,0.59,2,0,
995,ID Card,Red,Auditorium,Building,0.8,3,0.7,0,1,1.0
996,Bottle,Blue,Auditorium,Building,0.8,8,0.57,3,0,
997,Wallet,Black,Bus Stop,Transit,0.75,13,0.6,4,1,2.0
998,Phone,Silver,Pathway near CSE,Pathway,0.6,29,0.78,1,0,
999,Bag,Black,Canteen,Building,0.95,0,0.88,1,0,
1000,Phone,Red,Auditorium,Building,0.8,18,0.59,4,1,7.0
1001,Wallet,Red,Auditorium,Building,0.8,16,0.85,0,0,
1002,Keys,Red,Library,Building,0.85,20,0.62,3,0,
1003,ID Card,Black,Pathway near CSE,Pathway,0.6,1,0.69,0,1,3.0
1004,Wallet,Red,Auditorium,Building,0.8,9,0.71,3,1,4.0
1005,Keys,Black,Pathway near CSE,Pathway,0.6,23,0.46,3,0,
1006,Phone,Red,Auditorium,Building,0.8,4,0.74,3,1,4.0
1007,Wallet,Black,Library,Building,0.85,28,0.92,3,1,1.0
1008,Bottle,Black,Bus Stop,Transit,0.75,2,0.89,1,1,8.0
1009,ID Card,Blue,Clock Tower,Landmark,0.9,12,0.89,1,1,7.0
1010,Bag,Black,Auditorium,Building,0.8,12,0.96,2,1,1.0
1011,Bag,Green,Bus Stop,Transit,0.75,28,0.7,2,0,
1012,Phone,Blue,Bus Stop,Transit,0.75,23,0.65,2,0,
1013,Wallet,Red,Pathway near CSE,Pathway,0.6,29,0.7,1,0,
1014,Bottle,White,Pathway near CSE,Pathway,0.6,5,0.89,2,1,2.0
1015,ID Card,Silver,Clock Tower,Landmark,0.9,27,0.42,2,0,
1016,Keys,Blue,Pathway near CSE,Pathway,0.6,29,0.99,3,1,1.0
1017,Bag,Green,Clock Tower,Landmark,0.9,2,0.72,3,1,6.0
1018,ID Card,Red,Bus Stop,Transit,0.75,27,0.99,1,1,1.0
1019,Keys,Silver,Bus Stop,Transit,0.75,18,0.45,0,0,
1020,Keys,Black,Parking Area,Open Area,0.45,16,0.63,3,0,
1021,Bottle,Red,Pathway near CSE,Pathway,0.6,21,0.76,1,0,
1022,Bag,Black,Bus Stop,Transit,0.75,21,0.73,2,0,
1023,Wallet,Silver,Parking Area,Open Area,0.45,1,0.96,0,0,
1024,Wallet,Silver,Auditorium,Building,0.8,15,0.85,0,0,
1025,Wallet,Red,Auditorium,Building,0.8,15,0.68,2,1,2.0
1026,ID Card,Black,Clock Tower,Landmark,0.9,16,0.62,3,1,3.0
1027,Keys,Green,Pathway near CSE,Pathway,0.6,26,0.75,3,0,
1028,Bag,Green,Auditorium,Building,0.8,18,0.7,3,1,3.0
1029,Bag,Green,Library,Building,0.85,3,0.44,3,1,1.0
1030,Keys,White,Clock Tower,Landmark,0.9,3,0.61,1,1,1.0
1031,Phone,Silver,Parking Area,Open Area,0.45,0,0.74,1,1,1.0
1032,Bottle,Silver,Bus Stop,Transit,0.75,9,0.46,3,0,
1033,Bottle,Blue,Bus Stop,Transit,0.75,21,0.67,1,0,
1034,ID Card,Black,Auditorium,Building,0.8,1,0.64,1,1,1.0
1035,Bag,Black,Parking Area,Open Area,0.45,24,0.54,0,0,
1036,Bag,White,Bus Stop,Transit,0.75,11,0.76,3,1,1.0
1037,Phone,Red,Auditorium,Building,0.8,21,0.66,1,0,
1038,ID Card,Black,Auditorium,Building,0.8,20,0.74,6,1,1.0
1039,ID Card,Silver,Parking Area,Open Area,0.45,11,0.55,2,0,
1040,Phone,Blue,Pathway near CSE,Pathway,0.6,4,0.44,1,0,
1041,Keys,White,Pathway near CSE,Pathway,0.6,3,0.71,3,1,1.0
1042,Wallet,Blue,Clock Tower,Landmark,0.9,29,0.35,0,0,
1043,Wallet,Green,Auditorium,Building,0.8,25,0.47,0,0,
1044,ID Card,Red,Auditorium,Building,0.8,13,0.38,3,1,1.0
1045,Keys,White,Parking Area,Open Area,0.45,3,0.63,1,0,
1046,Bag,Green,Bus Stop,Transit,0.75,18,0.49,1,0,
1047,Wallet,Green,Clock Tower,Landmark,0.9,16,0.69,3,1,1.0
1048,Bottle,Green,Auditorium,Building,0.8,18,0.73,5,1,1.0
1049,Bottle,Blue,Bus Stop,Transit,0.75,18,0.89,1,0,
1050,Wallet,Red,Pathway near CSE,Pathway,0.6,21,0.44,3,0,
1051,ID Card,Silver,Pathway near CSE,Pathway,0.6,13,0.59,2,0,
1052,Keys,Blue,Library,Building,0.85,12,0.57,3,0,
1053,ID Card,Green,Auditorium,Building,0.8,4,0.95,1,1,5.0
1054,Bottle,White,Bus Stop,Transit,0.75,16,0.67,2,0,
1055,Keys,Silver,Auditorium,Building,0.8,10,0.5,0,0,
1056,Bottle,White,Canteen,Building,0.95,6,0.91,2,1,1.0
1057,Keys,Black,Bus Stop,Transit,0.75,11,0.62,0,0,
1058,Wallet,White,Bus Stop,Transit,0.75,30,0.56,1,0,
1059,Bottle,White,Bus Stop,Transit,0.75,10,0.51,2,0,
1060,ID Card,Silver,Pathway near CSE,Pathway,0.6,18,0.69,3,1,5.0
1061,Keys,White,Pathway near CSE,Pathway,0.6,21,0.98,1,0,
1062,Bottle,Black,Auditorium,Building,0.8,13,0.99,2,1,3.0
1063,Bottle,Red,Clock Tower,Landmark,0.9,12,0.77,3,1,1.0
1064,Keys,Red,Canteen,Building,0.95,8,0.68,1,1,3.0
1065,Wallet,Black,Bus Stop,Transit,0.75,8,0.67,3,1,1.0
1066,Phone,White,Auditorium,Building,0.8,9,0.84,4,1,1.0
1067,Bottle,Red,Library,Building,0.85,26,0.63,6,1,1.0
1068,Bottle,White,Bus Stop,Transit,0.75,17,0.88,2,0,
1069,Keys,White,Parking Area,Open Area,0.45,12,0.57,1,0,
1070,Keys,Black,Bus Stop,Transit,0.75,21,0.93,2,0,
1071,Bag,Green,Pathway near CSE,Pathway,0.6,30,0.88,1,0,
1072,Keys,Black,Parking Area,Open Area,0.45,1,0.55,4,0,
1073,ID Card,Blue,Parking Area,Open Area,0.45,27,0.71,2,0,
1074,Bag,Blue,Bus Stop,Transit,0.75,22,0.87,0,0,
1075,ID Card,Silver,Parking Area,Open Area,0.45,23,0.84,2,0,
1076,Keys,Blue,Library,Building,0.85,14,0.49,6,1,2.0
1077,Keys,Red,Canteen,Building,0.95,30,0.64,3,0,
1078,Bottle,Red,Pathway near CSE,Pathway,0.6,1,0.56,3,1,3.0
1079,Bottle,Black,Canteen,Building,0.95,5,0.64,1,0,
1080,ID Card,Red,Library,Building,0.85,14,0.76,3,1,1.0
1081,Wallet,Red,Canteen,Building,0.95,29,0.68,4,1,3.0
1082,Phone,White,Parking Area,Open Area,0.45,26,0.66,2,0,
1083,Bag,Silver,Parking Area,Open Area,0.45,11,0.63,3,0,
1084,Keys,Black,Parking Area,Open Area,0.45,7,0.57,5,1,2.0
1085,Bottle,Red,Auditorium,Building,0.8,16,0.8,3,1,1.0
1086,Bottle,Silver,Pathway near CSE,Pathway,0.6,2,0.51,1,0,
1087,Wallet,White,Library,Building,0.85,10,0.61,0,0,
1088,Wallet,Silver,Parking Area,Open Area,0.45,15,0.79,2,0,
1089,Keys,Red,Clock Tower,Landmark,0.9,21,0.78,4,1,3.0
1090,Wallet,White,Parking Area,Open Area,0.45,29,0.39,0,0,
1091,Phone,White,Library,Building,0.85,12,0.33,1,0,
1092,Phone,Green,Library,Building,0.85,17,0.64,3,1,8.0
1093,Phone,Silver,Auditorium,Building,0.8,24,0.99,1,1,1.0
1094,Bottle,Green,Pathway near CSE,Pathway,0.6,1,0.77,0,0,
1095,Keys,Blue,Library,Building,0.85,16,0.57,2,0,
1096,Phone,Blue,Auditorium,Building,0.8,17,0.59,1,0,
1097,Keys,Red,Canteen,Building,0.95,21,0.69,2,0,
1098,Wallet,White,Pathway near CSE,Pathway,0.6,26,0.6,0,0,
1099,Bottle,White,Bus Stop,Transit,0.75,24,0.99,2,1,1.0
1100,Phone,White,Bus Stop,Transit,0.75,4,0.44,1,1,3.0
1101,Keys,Black,Clock Tower,Landmark,0.9,2,0.75,2,1,1.0
1102,Wallet,Black,Parking Area,Open Area,0.45,2,0.88,2,1,1.0
1103,Wallet,Black,Pathway near CSE,Pathway,0.6,12,0.86,2,1,1.0
1104,Bag,Green,Library,Building,0.85,0,0.69,3,1,1.0
1105,Phone,Silver,Clock Tower,Landmark,0.9,20,0.68,1,0,
1106,Phone,White,Parking Area,Open Area,0.45,1,0.77,3,1,2.0
1107,Phone,Black,Parking Area,Open Area,0.45,3,0.61,4,1,1.0
1108,Keys,Black,Parking Area,Open Area,0.45,2,0.96,3,1,1.0
1109,Bag,Green,Pathway near CSE,Pathway,0.6,26,0.8,1,0,
1110,Bag,Blue,Parking Area,Open Area,0.45,7,0.57,1,0,
1111,Bag,Silver,Library,Building,0.85,30,0.63,2,0,
1112,ID Card,White,Auditorium,Building,0.8,27,0.34,0,0,
1113,ID Card,Red,Parking Area,Open Area,0.45,27,0.81,2,0,
1114,Phone,Red,Clock Tower,Landmark,0.9,18,0.57,0,0,
1115,Bottle,Silver,Clock Tower,Landmark,0.9,9,0.94,1,1,1.0
1116,Keys,White,Library,Building,0.85,6,0.66,3,1,6.0
1117,Keys,Silver,Canteen,Building,0.95,5,0.5,2,1,3.0
1118,Bottle,Black,Canteen,Building,0.95,3,0.96,3,1,3.0
1119,Bottle,Red,Auditorium,Building,0.8,24,0.67,1,0,
1120,Bottle,Green,Bus Stop,Transit,0.75,17,0.59,5,0,
1121,Keys,Red,Library,Building,0.85,3,0.89,2,1,1.0
1122,Bottle,Green,Library,Building,0.85,11,0.67,3,1,3.0
1123,Keys,Blue,Clock Tower,Landmark,0.9,9,0.66,1,0,
1124,Wallet,Black,Pathway near CSE,Pathway,0.6,14,0.36,1,0,
1125,Keys,Black,Bus Stop,Transit,0.75,18,0.87,1,0,
1126,Bottle,Black,Auditorium,Building,0.8,10,0.74,3,1,1.0
1127,Wallet,Red,Library,Building,0.85,7,0.65,3,1,6.0
1128,Keys,White,Bus Stop,Transit,0.75,13,0.72,4,1,1.0
1129,ID Card,Blue,Bus Stop,Transit,0.75,23,0.77,1,0,
1130,Bag,Green,Pathway near CSE,Pathway,0.6,11,0.68,2,0,
1131,Bag,Silver,Clock Tower,Landmark,0.9,5,0.3,3,0,
1132,Phone,Black,Auditorium,Building,0.8,26,0.94,0,0,
1133,Bottle,Blue,Library,Building,0.85,23,0.7,2,0,
1134,Phone,White,Clock Tower,Landmark,0.9,28,0.79,1,1,1.0
1135,Bottle,White,Clock Tower,Landmark,0.9,26,0.88,1,0,
1136,Bag,Silver,Canteen,Building,0.95,29,0.57,1,1,7.0
1137,ID Card,Silver,Parking Area,Open Area,0.45,15,0.46,4,0,
1138,Wallet,Black,Pathway near CSE,Pathway,0.6,7,0.69,0,0,
1139,Bottle,White,Auditorium,Building,0.8,9,0.53,1,0,
1140,Bottle,Silver,Clock Tower,Landmark,0.9,12,0.88,0,0,
1141,Phone,White,Canteen,Building,0.95,27,0.61,2,0,
1142,Bottle,White,Canteen,Building,0.95,24,0.76,0,0,
1143,Bag,Blue,Canteen,Building,0.95,18,0.77,2,1,1.0
1144,Keys,Blue,Bus Stop,Transit,0.75,23,0.75,6,1,1.0
1145,ID Card,Red,Canteen,Building,0.95,24,0.74,1,1,1.0
1146,Phone,Black,Library,Building,0.85,7,0.5,1,1,2.0
1147,Wallet,Silver,Auditorium,Building,0.8,11,0.79,1,1,1.0
1148,Bag,Red,Clock Tower,Landmark,0.9,20,0.3,3,0,
1149,Keys,Silver,Bus Stop,Transit,0.75,26,0.85,0,0,
1150,Keys,Black,Parking Area,Open Area,0.45,17,0.73,2,0,
